id,Neighborhood,YearBuilt,Price
915,Suburb,2021,236688.2718
916,Rural,2005,205486.3072
917,Rural,1970,214957.65
918,Urban,1963,232001.81
919,Urban,1971,31141.66118
920,Suburb,1958,118092.0022
921,Urban,1955,295625.1347
922,Rural,1978,178076.6192
923,Suburb,1993,195992.0248
924,Rural,1965,48426.56953
925,Rural,1993,237828.087
926,Suburb,1978,224581.6795
927,Suburb,1970,240740.1878
928,Rural,2015,195945.2271
929,Suburb,2021,249861.1461
930,Suburb,1985,326922.005
931,Urban,1952,206065.5832
932,Urban,2006,212178.7212
933,Rural,1998,316517.3002
934,Rural,1990,240508.8367
935,Suburb,1999,279073.864
936,Suburb,1963,244530.016
937,Urban,1972,354766.5625
938,Suburb,2015,276540.4343
939,Rural,1989,269753.636
940,Urban,1970,92737.39911
941,Rural,1992,90256.53135
942,Rural,1995,256324.2314
943,Rural,1997,215428.4397
944,Rural,2018,349937.8305
945,Rural,1979,270658.2007
946,Urban,1989,341876.2465
947,Rural,1991,333079.8091
948,Rural,1973,352650.3372
949,Rural,2008,384570.0093
950,Rural,2014,295735.1483
951,Suburb,2003,195194.7001
952,Urban,2008,95133.30811
953,Urban,2009,299964.9161
954,Suburb,1987,197931.9728
955,Rural,1951,234129.6807
956,Urban,2014,352243.8437
957,Rural,1957,195768.7658
958,Suburb,1960,189727.3846
959,Urban,1991,235663.8438
960,Urban,2004,82170.73833
961,Rural,1990,238246.3746
962,Suburb,1952,209647.4475
963,Urban,1960,204634.1488
964,Rural,2009,121797.3579
965,Rural,1959,232913.7787
966,Rural,1961,260744.7749
967,Rural,2017,295669.2145
968,Suburb,1950,222874.7259
969,Urban,1989,169571.7065
970,Rural,1988,301400.8762
971,Suburb,1965,146521.3089
972,Urban,1974,239841.0992
973,Urban,1977,250995.7481
974,Rural,1992,230483.4878
975,Urban,1956,219340.6906
976,Rural,1978,271113.4179
977,Suburb,2012,154006.6036
978,Urban,1960,208431.5694
979,Rural,1950,312734.6629
980,Suburb,1977,342149.8424
981,Rural,1995,198493.3216
982,Urban,1952,256779.9117
983,Suburb,1963,233297.0962
984,Urban,1988,267938.9424
985,Urban,1974,210799.6589
986,Rural,1984,373797.1323
987,Rural,1979,128689.3647
988,Suburb,1989,149708.5314
989,Rural,1960,167144.4374
990,Suburb,2015,180984.9797
991,Urban,1988,207714.8484
992,Urban,1977,226302.5261
993,Urban,2013,341995.9982
994,Urban,1952,261788.2303
995,Suburb,1955,169312.4952
996,Suburb,1985,246554.2549
997,Urban,1952,218620.4392
998,Rural,1969,152644.9079
999,Urban,2019,79441.72986
1000,Suburb,2006,251681.7532
1001,Rural,2001,270128.2948
1002,Urban,1958,207723.0893
1003,Urban,2017,100701.1998
1004,Suburb,2019,236683.2894
1005,Suburb,1999,234486.0124
1006,Suburb,1955,165566.9689
1007,Suburb,1992,286489.7196
1008,Rural,2005,177401.4627
1009,Rural,1966,249908.6285
1010,Suburb,1981,161743.4268
1011,Rural,1960,187143.6844
1012,Urban,1975,247402.51
1013,Rural,1967,155358.8252
1014,Urban,1979,279165.0372
1015,Suburb,2013,89762.97208
1016,Urban,1981,181760.1201
1017,Suburb,2006,244215.915
1018,Suburb,2011,245337.7602
1019,Suburb,1956,303158.5657
1020,Rural,1954,156793.6423
1021,Urban,2019,290483.5992
1022,Rural,1963,94671.10673
1023,Suburb,1995,194460.4233
1024,Rural,1961,282958.5553
1025,Suburb,1999,203993.7393
1026,Urban,1990,205849.0281
1027,Suburb,1957,149216.2595
1028,Suburb,1952,246342.1789
1029,Rural,2001,289062.4435
1030,Suburb,1960,296127.9757
1031,Urban,1997,97422.08369
1032,Urban,1961,163521.6964
1033,Suburb,2000,122252.2819
1034,Urban,1953,133770.9307
1035,Suburb,1966,184800.9521
1036,Suburb,1978,251020.9433
1037,Urban,1972,115263.6406
1038,Rural,2011,90949.32581
1039,Suburb,1961,189782.1234
1040,Rural,1997,280071.5049
1041,Rural,1982,258006.4645
1042,Suburb,1962,386754.0319
1043,Urban,1987,146603.6578
1044,Suburb,1999,259605.931
1045,Urban,1961,259302.2278
1046,Suburb,1975,172698.9227
1047,Rural,2014,339031.5397
1048,Suburb,1952,255611.7275
1049,Urban,1957,192246.8559
1050,Urban,1979,345003.4976
1051,Suburb,1992,142633.8501
1052,Urban,1963,195356.4527
1053,Suburb,1966,279338.9778
1054,Rural,2020,176065.2208
1055,Suburb,1989,102686.5125
1056,Suburb,2015,357084.8621
1057,Urban,1957,77593.87759
1058,Suburb,1955,218059.0327
1059,Rural,1967,97481.12166
1060,Rural,2015,251997.9172
1061,Suburb,1951,291568.3442
1062,Urban,2009,164581.1036
1063,Rural,1952,232049.1635
1064,Suburb,1956,153154.0548
1065,Suburb,1996,40231.17454
1066,Rural,1979,400579.3722
1067,Urban,1984,171695.7859
1068,Suburb,2008,255858.326
1069,Rural,2011,198666.6614
1070,Suburb,1996,232521.0726
1071,Rural,1966,296498.539
1072,Suburb,2002,220953.7614
1073,Urban,1982,177511.568
1074,Urban,2012,243821.2869
1075,Rural,1991,152095.5908
1076,Suburb,1997,62277.05246
1077,Urban,2011,182285.0474
1078,Rural,1956,339183.5221
1079,Urban,2004,335253.9925
1080,Urban,1987,157519.0966
1081,Suburb,2018,424502.0676
1082,Suburb,1988,202779.7546
1083,Urban,1978,106521.1347
1084,Urban,1978,178038.7173
1085,Urban,2004,233632.7683
1086,Urban,2009,286469.3746
1087,Rural,2015,173138.793
1088,Rural,1953,273489.4263
1089,Urban,1969,205885.8809
1090,Suburb,2000,200613.407
1091,Suburb,2019,227038.9841
1092,Rural,2004,141390.5479
1093,Urban,1995,267982.4736
1094,Suburb,1996,207817.7
1095,Urban,2019,309843.4982
1096,Rural,1963,151088.1312
1097,Rural,1954,251312.0636
1098,Suburb,1981,153390.6597
1099,Urban,1991,145292.9662
1100,Rural,1989,227151.0926
1101,Suburb,1969,119347.7218
1102,Urban,1994,240111.0138
1103,Urban,1961,349505.4323
1104,Rural,1990,182273.603
1105,Suburb,1959,192126.8828
1106,Urban,1951,249793.7963
1107,Suburb,2005,297511.5523
1108,Urban,1965,177698.1915
1109,Urban,1994,351221.3195
1110,Urban,1996,145554.8089
1111,Suburb,1990,276729.5247
1112,Rural,1993,169985.3277
1113,Urban,2020,131335.8406
1114,Rural,2007,204761.004
1115,Urban,2004,316339.4136
1116,Rural,1974,273099.8533
1117,Suburb,1961,146864.0337
1118,Urban,1967,206789.4452
1119,Urban,2014,269940.1613
1120,Rural,2003,223537.9922
1121,Rural,2013,196595.6766
1122,Rural,2012,224318.8108
1123,Suburb,1964,203716.1351
1124,Urban,2018,266474.7697
1125,Suburb,1955,277634.1844
1126,Suburb,1978,170586.8613
1127,Rural,1975,134815.3595
1128,Rural,1950,151337.7333
1129,Urban,1978,276208.0402
1130,Urban,1964,108678.2042
1131,Urban,1995,162682.1164
1132,Rural,2013,291911.7852
1133,Rural,1986,259199.8998
1134,Suburb,2004,207482.8857
1135,Urban,2005,274383.1438
1136,Suburb,1966,192842.6457
1137,Urban,2021,233248.5383
1138,Urban,2006,161092.3915
1139,Urban,1971,235129.0153
1140,Suburb,1956,233716.4286
1141,Suburb,1952,146607.1892
1142,Suburb,2003,198600.8868
1143,Rural,2005,216805.1691
1144,Rural,2013,105204.6554
1145,Suburb,1958,332358.6533
1146,Rural,1999,201918.8625
1147,Rural,2020,290506.1967
1148,Suburb,2006,280134.6154
1149,Urban,1957,303339.8006
1150,Rural,2002,200784.7141
1151,Suburb,1984,242093.5662
1152,Urban,1998,333760.3977
1153,Rural,1973,338611.3582
1154,Suburb,1956,204116.3786
1155,Urban,1989,150610.5298
1156,Rural,2000,351976.5748
1157,Suburb,1985,188577.0633
1158,Suburb,1983,373813.1557
1159,Rural,2002,240045.8146
1160,Suburb,2016,232981.9149
1161,Urban,1982,192126.7211
1162,Suburb,2015,183344.2437
1163,Rural,2003,250253.1185
1164,Urban,2014,156414.8938
1165,Suburb,2018,276382.0311
1166,Suburb,1989,343806.6146
1167,Urban,2013,249691.3945
1168,Urban,1959,139810.7598
1169,Rural,1963,82690.011
1170,Suburb,2000,238757.9039
1171,Urban,1950,321467.9752
1172,Suburb,1974,169940.9504
1173,Suburb,1971,175580.2569
1174,Suburb,1985,230989.2472
1175,Rural,1976,279755.3596
1176,Suburb,1970,362904.4722
1177,Rural,1980,268956.672
1178,Suburb,1955,231954.8072
1179,Rural,2001,179761.436
1180,Rural,1957,233796.1321
1181,Suburb,2011,362553.0598
1182,Rural,1959,323573.6463
1183,Rural,2020,217368.5185
1184,Rural,1989,246895.8973
1185,Suburb,1984,313418.6881
1186,Urban,1975,212913.1865
1187,Urban,2021,156627.3542
1188,Suburb,2013,175489.8932
1189,Rural,1953,164341.1022
1190,Suburb,2020,246798.2604
1191,Urban,1953,189422.266
1192,Urban,1965,379492.5664
1193,Rural,1962,236619.5378
1194,Suburb,1999,326789.9498
1195,Urban,2016,368704.6269
1196,Suburb,1981,355324.4786
1197,Urban,1952,286598.8008
1198,Urban,1987,208823.7014
1199,Urban,2016,144806.3152
1200,Suburb,1988,24201.6307
1201,Suburb,2006,255121.8291
1202,Rural,2004,83400.59453
1203,Suburb,1976,107985.1033
1204,Suburb,1965,300957.7899
1205,Urban,1953,229106.9832
1206,Rural,1999,145544.5536
1207,Rural,1995,219525.3673
1208,Suburb,1991,169713.5251
1209,Suburb,1998,340109.2967
1210,Suburb,1993,132485.8522
1211,Suburb,1981,261852.5393
1212,Suburb,2021,167341.431
1213,Rural,1995,279972.3849
1214,Rural,2020,104862.8038
1215,Rural,1986,181002.398
1216,Urban,1951,291217.4185
1217,Urban,2016,280634.179
1218,Suburb,2018,280526.4042
1219,Urban,2012,322761.7216
1220,Rural,1960,117527.3133
1221,Suburb,1967,272001.0563
1222,Urban,1998,128967.4181
1223,Rural,1963,206785.9408
1224,Suburb,1971,220914.5333
1225,Suburb,1971,134308.114
1226,Rural,1974,190994.4172
1227,Rural,1965,132371.3343
1228,Urban,1988,155708.8798
1229,Rural,1979,286223.4396
1230,Rural,1970,163351.0783
1231,Rural,2021,175376.2716
1232,Suburb,1992,179134.0511
1233,Rural,2010,276522.3217
1234,Rural,1968,305260.835
1235,Suburb,1969,149464.8742
1236,Suburb,1996,163185.2062
1237,Suburb,1973,202966.6409
1238,Suburb,2013,359020.0994
1239,Suburb,1969,270285.2388
1240,Rural,2014,153530.473
1241,Rural,2020,120080.0511
1242,Urban,1974,319107.7939
1243,Rural,2006,278897.6645
1244,Suburb,1982,173934.8324
1245,Rural,2010,274377.3599
1246,Rural,1993,158850.1245
1247,Urban,2010,133936.1418
1248,Suburb,1996,287991.1882
1249,Rural,1981,174033.065
1250,Urban,1953,236900.2616
1251,Rural,2014,234263.2942
1252,Rural,1979,160660.3926
1253,Rural,1951,146631.5582
1254,Urban,1997,243336.4403
1255,Rural,1955,215906.9596
1256,Rural,2016,401985.2877
1257,Urban,2019,289130.5018
1258,Suburb,1983,299759.5828
1259,Suburb,1952,170202.3997
1260,Rural,1986,269624.0149
1261,Urban,2003,127992.8921
1262,Rural,1971,202758.0036
1263,Rural,1951,231199.8505
1264,Urban,1955,140611.7564
1265,Suburb,1987,186540.9574
1266,Urban,2017,213170.349
1267,Urban,2006,-24715.24248
1268,Rural,1955,262747.1867
1269,Urban,1983,241061.3837
1270,Urban,2001,121229.067
1271,Rural,1955,162027.0236
1272,Urban,2013,223401.1497
1273,Urban,2008,195532.4744
1274,Urban,1989,159300.6479
1275,Suburb,1965,62986.30562
1276,Urban,2015,155601.306
1277,Urban,1959,271473.4356
1278,Urban,1979,257937.6703
1279,Rural,1982,162059.8141
1280,Rural,2017,298891.0325
1281,Rural,1988,256438.8141
1282,Rural,1953,339929.7687
1283,Suburb,2013,153806.369
1284,Rural,1974,230984.6303
1285,Rural,1964,354670.2667
1286,Urban,1955,81791.59901
1287,Urban,2018,197839.958
1288,Rural,1992,279927.3625
1289,Rural,2000,123146.7208
1290,Urban,1964,173424.079
1291,Rural,2004,171330.5193
1292,Suburb,1952,225236.9281
1293,Urban,1959,312980.879
1294,Rural,1973,230128.1483
1295,Urban,1991,181639.5675
1296,Rural,2015,274445.7925
1297,Suburb,1959,366555.2355
1298,Suburb,1990,250869.3714
1299,Suburb,1970,379321.2427
1300,Urban,2002,282074.2092
1301,Rural,2018,255506.8043
1302,Urban,2006,272637.2866
1303,Urban,1969,199083.427
1304,Urban,1971,287467.221
1305,Suburb,1999,307809.4844
1306,Suburb,2021,312283.5438
1307,Rural,1957,257388.341
1308,Suburb,1961,129303.2939
1309,Rural,1978,339049.5567
1310,Rural,1987,169699.0839
1311,Suburb,1975,290906.1659
1312,Suburb,1959,265870.2889
1313,Suburb,2006,69051.27591
1314,Rural,2000,237559.9186
1315,Urban,1974,288266.3123
1316,Rural,1998,250317.0278
1317,Rural,1964,240498.2942
1318,Urban,1991,257528.4573
1319,Rural,1970,252217.3113
1320,Rural,1976,129691.645
1321,Suburb,2012,245906.6674
1322,Suburb,2000,232425.8523
1323,Urban,1981,121480.6303
1324,Suburb,1961,198137.8777
1325,Suburb,1973,203344.1167
1326,Suburb,1992,260688.8008
1327,Urban,1991,87658.88398
1328,Urban,2019,316660.3662
1329,Suburb,1976,115795.3617
1330,Rural,2011,287310.4062
1331,Urban,1963,149952.39
1332,Urban,2005,88765.26779
1333,Rural,1951,314993.8588
1334,Rural,2018,144500.2653
1335,Suburb,1967,72090.54118
1336,Rural,2014,305647.9089
1337,Rural,1953,340724.3963
1338,Rural,1996,179352.7077
1339,Suburb,1994,261841.7539
1340,Suburb,2019,213060.5518
1341,Suburb,2014,255410.4807
1342,Suburb,2019,193815.8689
1343,Urban,2008,162337.9073
1344,Suburb,1981,229013.3324
1345,Suburb,1992,187933.5322
1346,Rural,1987,216764.6262
1347,Suburb,1978,208859.1965
1348,Suburb,2018,164459.1066
1349,Rural,1995,328992.5634
1350,Suburb,1950,338334.5366
1351,Rural,1955,140293.8497
1352,Urban,1985,221513.4583
1353,Rural,2013,395177.0033
1354,Rural,1976,337327.0462
1355,Urban,1950,243300.7465
1356,Rural,1978,228232.3412
1357,Rural,2019,79423.96636
1358,Urban,1981,104181.9218
1359,Rural,1951,141798.625
1360,Urban,1973,144597.0045
1361,Urban,1965,220726.2335
1362,Urban,2001,23621.03033
1363,Suburb,1975,134466.1068
1364,Urban,1950,201655.9987
1365,Rural,1973,289406.843
1366,Suburb,1977,231364.1878
1367,Rural,1982,331264.2439
1368,Urban,1991,394127.1706
1369,Suburb,1999,256454.5478
1370,Rural,1960,363923.8958
1371,Suburb,2011,331896.5332
1372,Suburb,1996,205052.3015
1373,Urban,1955,104012.0453
1374,Suburb,1959,360128.4682
1375,Rural,1998,184846.6214
1376,Suburb,1957,171906.8921
1377,Suburb,1978,131689.4799
1378,Urban,1994,94957.76479
1379,Urban,1961,340308.4625
1380,Urban,1987,251275.5525
1381,Urban,2004,187244.1803
1382,Urban,2001,352779.5972
1383,Suburb,1967,182260.2718
1384,Urban,2015,157002.5777
1385,Suburb,2013,310691.4933
1386,Urban,1950,254887.5858
1387,Urban,2018,165514.4569
1388,Rural,2012,302265.5431
1389,Urban,1961,256038.3712
1390,Urban,1958,175621.1883
1391,Suburb,1965,247140.8367
1392,Suburb,1990,181801.4467
1393,Urban,1971,352046.4289
1394,Urban,1963,134467.819
1395,Rural,1998,370903.6905
1396,Rural,2005,397850.3404
1397,Suburb,2007,312943.745
1398,Suburb,1955,342274.5006
1399,Suburb,1952,327981.9326
1400,Suburb,1987,312046.8621
1401,Suburb,1981,314944.1748
1402,Rural,1974,156225.6982
1403,Rural,1955,324357.7931
1404,Suburb,1983,241791.2444
1405,Rural,1986,369632.8628
1406,Rural,2009,79993.95025
1407,Suburb,1956,282492.2196
1408,Urban,2007,143427.7936
1409,Suburb,1969,288077.2428
1410,Suburb,1984,261779.6104
1411,Suburb,1968,315491.5383
1412,Rural,1960,225659.3006
1413,Suburb,2001,379870.5177
1414,Urban,2006,117764.7504
1415,Suburb,2001,365341.8286
1416,Suburb,1962,200036.5927
1417,Urban,1975,73956.1532
1418,Rural,2003,323948.9886
1419,Rural,1966,336663.7552
1420,Suburb,1956,230595.3125
1421,Urban,1968,378242.8996
1422,Rural,1955,163978.9314
1423,Rural,1991,248496.0319
1424,Urban,1957,198792.8102
1425,Urban,1979,221758.6551
1426,Urban,1989,253972.5088
1427,Rural,1951,159062.0271
1428,Suburb,2017,200738.0272
1429,Urban,1997,208809.8955
1430,Suburb,1976,244617.4937
1431,Urban,1963,80110.44223
1432,Urban,1999,141837.8442
1433,Urban,1954,276920.0327
1434,Urban,1970,39789.05638
1435,Suburb,1997,323905.129
1436,Rural,1981,186844.438
1437,Rural,1950,131388.3617
1438,Suburb,2012,271767.333
1439,Urban,2005,248601.3278
1440,Urban,1960,242018.5741
1441,Rural,1959,160656.6246
1442,Suburb,1984,183614.3799
1443,Suburb,1980,69742.31854
1444,Rural,1953,277955.2828
1445,Urban,1977,172213.5267
1446,Urban,1975,192169.9287
1447,Urban,2003,299271.2792
1448,Rural,1961,192391.9461
1449,Rural,1985,281494.4284
1450,Rural,1965,283144.0236
1451,Urban,2018,128880.6393
1452,Suburb,1999,254958.4694
1453,Urban,2003,273308.4341
1454,Rural,1958,149579.2968
1455,Rural,1993,161527.319
1456,Rural,1963,178777.6759
1457,Rural,2002,150072.7777
1458,Rural,1997,189146.1989
1459,Suburb,2003,234782.0634
1460,Rural,1952,183591.6631
1461,Suburb,1969,170893.7151
1462,Rural,2003,380395.7887
1463,Suburb,1953,376243.3121
1464,Urban,1992,233400.2816
1465,Urban,1967,339900.5062
1466,Urban,2015,151308.718
1467,Suburb,2019,271877.4672
1468,Suburb,1989,170381.1693
1469,Rural,1979,411419.5806
1470,Urban,1972,52537.24518
1471,Rural,1984,308269.0967
1472,Urban,1993,126897.1448
1473,Rural,1999,149880.3394
1474,Urban,1973,158291.971
1475,Urban,1982,424314.0635
1476,Suburb,1997,223049.0042
1477,Suburb,1967,319933.9042
1478,Suburb,2004,310310.2871
1479,Rural,1959,205517.8075
1480,Rural,2000,319871.8642
1481,Rural,1962,230926.2981
1482,Rural,1963,211128.2201
1483,Rural,1981,83129.19404
1484,Suburb,1975,242468.1778
1485,Rural,2000,156453.6391
1486,Urban,1985,238711.6396
1487,Rural,2008,173471.0724
1488,Urban,1970,207848.7834
1489,Suburb,1962,376283.0944
1490,Rural,1965,227705.1395
1491,Rural,1996,295173.2147
1492,Urban,2002,208832.5772
1493,Suburb,1979,181513.9862
1494,Suburb,2013,230751.6048
1495,Urban,1975,206363.5529
1496,Suburb,1980,161369.9694
1497,Rural,1971,177762.6074
1498,Suburb,1993,191429.0701
1499,Suburb,1975,296301.4811
1500,Rural,2014,241398.2331
1501,Urban,1958,169922.1456
1502,Suburb,1999,267022.5786
1503,Rural,1998,282967.2127
1504,Rural,1957,166514.2982
1505,Rural,1995,310230.4064
1506,Urban,2009,236104.8197
1507,Suburb,1968,276777.8785
1508,Suburb,1964,248861.9212
1509,Urban,1976,218993.109
1510,Urban,2018,221381.8636
1511,Rural,2012,275815.918
1512,Urban,1993,192510.5754
1513,Urban,2007,182412.5691
1514,Suburb,1988,256082.6315
1515,Suburb,2017,122023.2837
1516,Suburb,1967,180554.9102
1517,Rural,2003,235136.2945
1518,Rural,1997,256342.9315
1519,Rural,1978,243654.5646
1520,Rural,1979,130267.4295
1521,Suburb,2018,204741.0529
1522,Suburb,1974,180011.6545
1523,Urban,1976,257333.642
1524,Rural,1979,177519.2513
1525,Urban,1989,251984.0718
1526,Rural,1981,169065.2431
1527,Rural,1978,91250.12292
1528,Rural,1990,211992.8189
1529,Suburb,1960,330165.2528
1530,Rural,1993,338128.6976
1531,Urban,1983,247431.305
1532,Urban,1983,363806.6214
1533,Suburb,1977,242960.7161
1534,Rural,2009,152613.9003
1535,Suburb,2003,235427.4756
1536,Urban,1976,107642.9124
1537,Rural,1995,266227.2069
1538,Suburb,1957,402366.8293
1539,Rural,1978,263080.8659
1540,Urban,1968,210147.566
1541,Rural,1981,295046.3756
1542,Rural,1950,230494.3241
1543,Suburb,2016,137553.3956
1544,Suburb,2007,197682.7584
1545,Rural,1975,116125.7015
1546,Rural,1999,102950.399
1547,Urban,1956,149445.8597
1548,Urban,1968,159677.3992
1549,Urban,2017,107724.9517
1550,Suburb,2007,157591.2469
1551,Urban,1976,351702.8376
1552,Suburb,1986,202962.6422
1553,Urban,1957,252133.1825
1554,Urban,1950,203584.4025
1555,Urban,2021,263168.4957
1556,Rural,2020,311377.3934
1557,Rural,2018,256415.7293
1558,Urban,1953,240714.1115
1559,Rural,2014,78245.42464
1560,Suburb,1981,304337.1431
1561,Suburb,1972,177089.8678
1562,Rural,1967,107755.088
1563,Urban,1955,186133.4942
1564,Rural,2008,210435.5273
1565,Rural,2011,168184.2545
1566,Suburb,1961,281861.2546
1567,Urban,1995,302708.4333
1568,Suburb,1973,362317.4565
1569,Rural,1962,168992.3824
1570,Rural,1988,237640.7375
1571,Urban,1951,310237.1877
1572,Urban,1960,262914.928
1573,Suburb,2020,311383.2769
1574,Urban,2004,293353.4281
1575,Urban,1973,285247.3592
1576,Rural,2019,210469.8596
1577,Rural,1957,135494.9242
1578,Rural,1999,185341.7314
1579,Urban,2018,320619.8972
1580,Urban,1974,256896.3802
1581,Rural,1953,224537.6967
1582,Urban,2016,248344.8213
1583,Rural,1956,274278.9276
1584,Urban,1993,229210.3577
1585,Rural,1971,293720.9552
1586,Suburb,2007,252819.6185
1587,Urban,1966,244973.5746
1588,Suburb,1957,263628.8352
1589,Rural,2006,303903.4195
1590,Suburb,1981,251233.071
1591,Urban,1991,81698.85791
1592,Suburb,1991,252324.877
1593,Rural,1989,106851.636
1594,Suburb,2021,118070.5282
1595,Rural,1970,249565.9046
1596,Rural,2017,301546.2992
1597,Suburb,1984,314433.7255
1598,Rural,1994,221489.1806
1599,Rural,1954,165914.8087
1600,Urban,1958,254806.8879
1601,Rural,1959,311568.1293
1602,Suburb,1979,279010.896
1603,Rural,1995,205557.8754
1604,Urban,2011,291881.8344
1605,Rural,1951,238263.3823
1606,Rural,2002,194130.1914
1607,Rural,1998,216784.0273
1608,Rural,1950,245500.6944
1609,Urban,1967,121203.0238
1610,Rural,1992,15889.765
1611,Rural,1982,305738.9113
1612,Rural,2001,296077.5477
1613,Suburb,1954,323962.0075
1614,Rural,1951,184214.4755
1615,Urban,1984,208676.2656
1616,Rural,1958,177136.3928
1617,Urban,2020,270696.4512
1618,Suburb,1965,81813.51365
1619,Urban,1979,287868.4527
1620,Rural,1957,144371.7852
1621,Urban,1996,367661.8776
1622,Suburb,1964,237270.2718
1623,Rural,1962,209263.4175
1624,Suburb,1964,104277.9104
1625,Rural,1984,125234.8076
1626,Suburb,1992,302407.8035
1627,Rural,1952,110120.3162
1628,Suburb,1982,164438.6283
1629,Suburb,1977,281671.6025
1630,Urban,1964,240137.4775
1631,Urban,1957,131990.8067
1632,Rural,2008,235142.8243
