id,SquareFeet,Bedrooms,Bathrooms
1496,2277,5,1
1497,1195,2,2
1498,1597,2,3
1499,2857,3,2
1500,2545,2,2
1501,1516,5,3
1502,2658,2,1
1503,2865,3,2
1504,1864,4,3
1505,2141,4,1
1506,1805,3,1
1507,2932,5,1
1508,2182,5,2
1509,1814,5,2
1510,1227,2,3
1511,2900,4,1
1512,1215,5,1
1513,1947,4,3
1514,2719,3,1
1515,1014,4,1
1516,2180,5,3
1517,2671,4,3
1518,2284,3,2
1519,2180,4,2
1520,1046,2,2
1521,1323,3,3
1522,1843,2,2
1523,2708,2,1
1524,1129,5,2
1525,2434,5,2
1526,1094,3,2
1527,1626,5,3
1528,1754,4,1
1529,2955,3,3
1530,2315,5,1
1531,1793,5,2
1532,2834,4,2
1533,2306,2,1
1534,1068,4,3
1535,2683,2,3
1536,1010,5,2
1537,2277,2,1
1538,2865,2,1
1539,1871,5,1
1540,1549,3,1
1541,2157,4,2
1542,1711,5,3
1543,1022,4,2
1544,1814,4,1
1545,1345,2,3
1546,1301,5,2
1547,1362,3,1
1548,1395,4,2
1549,1217,4,1
1550,1140,3,2
1551,2639,4,2
1552,1957,5,2
1553,2233,3,1
1554,1984,5,3
1555,1992,3,3
1556,2646,4,1
1557,2639,3,3
1558,1827,5,3
1559,1682,3,2
1560,2483,4,2
1561,2003,2,1
1562,1355,4,1
1563,2007,4,2
1564,2347,2,1
1565,2156,3,1
1566,1887,4,3
1567,2828,2,1
1568,2863,5,1
1569,1126,2,2
1570,2129,4,1
1571,2008,5,2
1572,1603,4,1
1573,2822,2,3
1574,2401,5,2
1575,2928,4,1
1576,2013,2,1
1577,1050,5,3
1578,2052,4,1
1579,2485,2,3
1580,2319,4,2
1581,2320,4,2
1582,2749,4,1
1583,1778,3,2
1584,2430,4,3
1585,2792,5,3
1586,1813,2,1
1587,2636,2,3
1588,2428,3,3
1589,2369,3,3
1590,2645,3,1
1591,1419,4,2
1592,2205,4,3
1593,1982,5,2
1594,1824,2,2
1595,2024,2,1
1596,2854,4,1
1597,2973,2,2
1598,1566,4,1
1599,1370,3,2
1600,1935,4,3
1601,2934,5,2
1602,1660,4,2
1603,2454,4,3
1604,1968,2,1
1605,2332,4,2
1606,2160,5,1
1607,1201,4,3
1608,2459,4,2
1609,1312,3,2
1610,1116,4,2
1611,2689,4,2
1612,1936,4,1
1613,2826,5,1
1614,1574,2,3
1615,1243,3,1
1616,1536,3,2
1617,2625,4,3
1618,1074,4,2
1619,2829,2,2
1620,1385,4,3
1621,2926,5,2
1622,2233,2,2
1623,1474,4,3
1624,1417,2,1
1625,1346,3,3
1626,2552,4,3
1627,1639,2,3
1628,1938,2,1
1629,1954,4,3
1630,1875,2,1
1631,1762,4,2
1632,2202,4,3
1633,2205,5,2
1634,1663,5,2
1635,1024,2,1
1636,2990,2,2
1637,2203,2,2
1638,1709,3,3
1639,2524,4,2
1640,2879,4,3
1641,2184,3,2
1642,1176,3,1
1643,1284,2,2
1644,1062,4,1
1645,2002,5,3
1646,1661,5,3
1647,1665,3,2
1648,1155,3,2
1649,2905,4,3
1650,2492,4,3
1651,2072,5,3
1652,1966,4,1
1653,1848,2,2
1654,2107,3,3
1655,2384,5,3
1656,1688,5,2
1657,1147,2,2
1658,2653,4,1
1659,1341,4,3
1660,1475,3,2
1661,2086,2,1
1662,2724,5,3
1663,2383,2,1
1664,1560,5,2
1665,1326,2,1
1666,2792,4,3
1667,2759,5,2
1668,2164,3,3
1669,1989,2,1
1670,1214,4,1
1671,1434,5,1
1672,2914,4,2
1673,1951,2,1
1674,1722,3,2
1675,2341,3,1
1676,1031,2,1
1677,1669,5,2
1678,1284,4,2
1679,2328,4,2
1680,1428,5,3
1681,2500,2,1
1682,1285,4,3
1683,2167,4,1
1684,2447,2,1
1685,2042,4,1
1686,1017,5,1
1687,1768,5,3
1688,1589,2,1
1689,2394,2,3
1690,2198,5,2
1691,2009,2,3
1692,1193,5,1
1693,1501,5,3
1694,1987,5,3
1695,2136,4,2
1696,1113,2,2
1697,2245,4,2
1698,2701,2,1
1699,1946,3,3
1700,1830,4,3
1701,2667,4,2
1702,2920,4,1
1703,2287,3,1
1704,1924,2,1
1705,1054,3,2
1706,2894,2,1
1707,2666,2,1
1708,1799,2,1
1709,1777,2,2
1710,2481,2,2
1711,2901,3,3
1712,1161,4,3
1713,2403,3,3
1714,1086,4,2
1715,1054,4,3
1716,2499,5,1
1717,2823,4,2
1718,2201,3,2
1719,2414,5,3
1720,2372,2,1
1721,2031,2,1
1722,1832,4,2
1723,1312,2,2
1724,1758,2,3
1725,2858,5,1
1726,1442,3,2
1727,2790,2,1
1728,1327,2,2
1729,2077,3,3
1730,1760,5,2
1731,2262,5,2
1732,2252,2,2
1733,1578,4,3
1734,2074,3,3
1735,2632,5,3
1736,2627,2,2
1737,2006,5,2
1738,2287,2,1
1739,2441,3,3
1740,2826,4,3
1741,1095,3,2
1742,2111,5,3
1743,2101,5,1
1744,2311,5,3
1745,2143,4,3
1746,1813,3,3
1747,1490,2,1
1748,2935,3,1
1749,1451,3,3
1750,2523,4,1
1751,1164,3,2
1752,1181,5,3
1753,1468,4,1
1754,1909,5,1
1755,1734,5,1
1756,1822,3,2
1757,1943,2,1
1758,1006,3,2
1759,1329,2,2
1760,1774,4,1
1761,2696,4,2
1762,1150,4,1
1763,2108,5,1
1764,1146,5,1
1765,2647,4,3
1766,2404,3,2
1767,1914,5,2
1768,2571,5,1
1769,2308,3,2
1770,1699,5,1
1771,1081,3,2
1772,1513,2,2
1773,2920,3,1
1774,1814,2,1
1775,1708,5,1
1776,2939,2,2
1777,2546,3,3
1778,1745,2,3
1779,2022,4,2
1780,2409,3,2
1781,1706,3,1
1782,1470,2,1
1783,2142,5,1
1784,1395,5,2
1785,2555,3,1
1786,1260,3,1
1787,1804,2,2
1788,1933,3,3
1789,2279,3,1
1790,2757,5,3
1791,1904,3,1
1792,2249,2,1
1793,2076,3,1
1794,1939,3,2
1795,2890,3,2
1796,2523,4,1
1797,2529,3,1
1798,1853,2,2
1799,2387,5,2
1800,2303,5,3
1801,1592,4,2
1802,1713,2,1
1803,2181,5,2
1804,1631,5,3
1805,1058,3,3
1806,2750,3,1
1807,1127,3,2
1808,1735,4,3
1809,1720,3,3
1810,2905,2,3
1811,2138,4,1
1812,2232,5,3
1813,1525,5,2
1814,1520,2,1
1815,1551,2,2
1816,2985,5,2
1817,1236,2,3
1818,2304,2,1
1819,2382,2,1
1820,2224,3,2
1821,2781,5,1
1822,2301,2,1
1823,2258,2,1
1824,1493,3,1
1825,1003,5,3
1826,1665,4,2
1827,1441,5,2
1828,1028,5,1
1829,2132,5,1
1830,1609,3,2
1831,2750,5,2
1832,1804,4,3
1833,1074,2,1
1834,1837,5,2
1835,2169,3,3
1836,1127,5,3
1837,2876,5,1
1838,1041,4,3
1839,2379,4,3
1840,1040,3,3
1841,1933,3,3
1842,1033,3,3
1843,2040,3,1
1844,2700,3,1
1845,2176,2,1
1846,1997,2,1
1847,2401,3,2
1848,1587,3,1
1849,2622,2,1
1850,2652,4,1
1851,2897,2,3
1852,1341,3,3
1853,1026,4,3
1854,2848,3,1
1855,2310,5,2
1856,1645,4,2
1857,1730,3,1
1858,1167,2,2
1859,1609,3,2
1860,1267,2,1
1861,2772,4,3
1862,1820,2,2
1863,1454,4,3
1864,1905,3,1
1865,2708,2,3
1866,2424,4,2
1867,1921,4,3
1868,1980,4,3
1869,2499,5,3
1870,1701,4,1
1871,1633,3,1
1872,2581,3,1
1873,2599,3,1
1874,1129,4,3
1875,2019,3,2
1876,2845,4,3
1877,2386,4,3
1878,2728,4,3
1879,1818,5,2
1880,1692,2,2
1881,2315,3,2
1882,2394,5,3
1883,1793,3,1
1884,1028,5,1
1885,1148,2,3
1886,2802,2,1
1887,2319,2,1
1888,1010,2,3
1889,2535,4,3
1890,1675,3,1
1891,2136,3,3
1892,1186,3,1
1893,1806,4,2
1894,1743,3,2
1895,2250,2,3
1896,2333,3,1
1897,1097,3,2
1898,1054,5,3
1899,1622,4,2
1900,1663,2,2
1901,1757,2,3
1902,1405,2,2
1903,1068,3,3
1904,2335,2,3
1905,2312,2,2
1906,2785,5,2
1907,2571,3,1
1908,1750,5,2
1909,2171,4,1
1910,2490,3,3
1911,2762,5,2
1912,2267,4,2
1913,2514,5,3
1914,2872,4,2
1915,1957,2,1
1916,2530,2,2
1917,1364,3,1
1918,1481,5,2
1919,1200,5,2
1920,1153,4,3
1921,2473,3,1
1922,2524,2,3
1923,1072,5,3
1924,1712,4,3
1925,1295,2,1
1926,2040,2,3
1927,2664,2,1
1928,2240,4,1
1929,1060,4,2
1930,1938,2,1
1931,2639,4,1
1932,1041,2,2
1933,1024,2,3
1934,2062,2,2
1935,2826,4,2
1936,1130,3,2
1937,2521,3,1
1938,2252,4,2
1939,1107,5,1
1940,1171,4,1
1941,2458,5,1
1942,2501,2,1
1943,1101,5,3
1944,1865,2,1
1945,1523,3,1
1946,1274,2,2
1947,2636,5,2
1948,2067,3,1
1949,2978,3,3
1950,1816,4,3
1951,1956,5,2
1952,2040,5,3
1953,1329,4,2
1954,2592,4,3
1955,2846,3,3
1956,2520,4,3
1957,2838,3,2
1958,1011,5,2
1959,2341,4,1
1960,2615,5,1
1961,1215,3,3
1962,1338,2,3
1963,2799,2,3
1964,1660,5,2
1965,2104,3,3
1966,2750,3,1
1967,2508,2,3
1968,1373,3,1
1969,1975,3,3
1970,1709,5,3
1971,2223,2,3
1972,2560,3,1
1973,1465,5,1
1974,2112,4,2
1975,2291,2,1
1976,2678,5,3
1977,2594,4,1
1978,2945,3,3
1979,1488,3,3
1980,2900,4,1
1981,2561,5,2
1982,1046,3,1
1983,2311,3,1
1984,1777,5,3
1985,2039,5,1
1986,1710,4,2
1987,1400,3,3
1988,2942,5,1
1989,2817,2,2
1990,1980,4,3
1991,2109,4,2
1992,1249,4,2
1993,1390,4,3
1994,2805,2,1
1995,1334,4,2
1996,1628,4,3
1997,2542,5,1
1998,1136,3,2
1999,1882,4,3
2000,1687,5,2
2001,2863,5,1
2002,2521,3,1
2003,1826,5,1
2004,1726,5,3
2005,2500,4,1
2006,1593,4,1
2007,2246,5,3
2008,1989,2,1
2009,1371,3,1
2010,1934,5,1
2011,1994,5,3
2012,1401,2,1
2013,2466,3,2
2014,2513,5,3
2015,1614,5,2
2016,2296,4,3
2017,2549,5,3
2018,2182,2,3
2019,2175,5,2
2020,1994,3,1
2021,1619,3,1
2022,1187,2,1
2023,2836,5,1
2024,2121,5,3
2025,1130,5,3
2026,1804,5,2
2027,2194,5,1
2028,1935,3,3
2029,1985,4,1
2030,1182,3,1
2031,1982,4,2
2032,1363,3,3
2033,1038,2,1
2034,2550,5,2
2035,2911,4,2
2036,1496,3,1
2037,2539,4,1
2038,2372,5,2
2039,1981,2,2
2040,1920,5,1
2041,2420,3,1
2042,1721,3,2
2043,2184,4,3
2044,1015,2,2
2045,1492,2,2
2046,2449,3,3
2047,2131,4,1
2048,1893,5,2
2049,2473,5,1
2050,1310,3,3
2051,1738,3,2
2052,2193,5,1
2053,1545,5,1
2054,1413,5,1
2055,1250,4,1
2056,1758,2,1
2057,2804,3,1
2058,2164,3,2
2059,2297,4,2
2060,2439,5,3
2061,2631,4,1
2062,2762,5,3
2063,2914,3,2
2064,2062,2,3
2065,1813,4,2
2066,1028,5,2
2067,1957,3,3
2068,1476,2,2
2069,1317,4,2
2070,1244,4,3
2071,1747,3,3
2072,1696,4,1
2073,1271,3,3
2074,2463,4,2
2075,2771,2,1
2076,2262,2,2
2077,1376,4,3
2078,1265,3,2
2079,1925,5,3
2080,1920,4,3
2081,2382,5,3
2082,1339,3,1
2083,1388,5,3
2084,1576,4,2
2085,2712,2,1
2086,1002,3,1
2087,2452,2,1
2088,2165,2,2
2089,1375,2,3
2090,2693,4,1
2091,1323,3,3
2092,1145,5,3
2093,2981,2,2
2094,1292,5,1
2095,2688,3,2
2096,1431,3,1
2097,1704,5,1
2098,1948,5,3
2099,2998,2,3
2100,1584,5,1
2101,1398,5,1
2102,1816,4,3
2103,2912,2,1
2104,2367,2,1
2105,1963,3,1
2106,2163,5,2
2107,1186,4,1
2108,2828,3,1
2109,1060,4,3
2110,1938,2,3
2111,2403,5,2
2112,1709,4,3
2113,1806,3,1
2114,2463,2,2
2115,2342,4,1
2116,2325,4,1
2117,2367,3,1
2118,1010,4,2
2119,2085,2,3
2120,2868,4,3
2121,1225,5,3
2122,2176,5,1
2123,2734,3,2
2124,1563,5,3
2125,1771,5,2
2126,2594,4,2
2127,2607,2,1
2128,2683,2,2
2129,2884,4,3
2130,2598,5,3
2131,2333,4,2
2132,1884,5,2
2133,2266,5,2
2134,2516,5,2
2135,2389,2,3
2136,2353,3,3
2137,2130,2,1
2138,1225,5,2
2139,1824,4,3
2140,1217,4,2
2141,1936,5,3
2142,1752,3,1
2143,1505,2,3
2144,1258,2,3
2145,2911,5,1
2146,2797,5,2
2147,2540,3,3
2148,2796,2,1
2149,1053,3,1
2150,2070,2,1
2151,1726,3,3
2152,1688,3,2
2153,2544,3,3
2154,2122,4,3
2155,2043,4,3
2156,2913,4,1
2157,2776,2,2
2158,2596,3,3
2159,2914,5,2
2160,2513,5,3
2161,1418,2,2
2162,1689,2,1
2163,1849,5,2
2164,1061,3,1
2165,2168,4,1
2166,1215,2,2
2167,1002,2,3
2168,1159,2,3
2169,2762,5,3
2170,1780,4,3
2171,2143,3,2
2172,1892,3,3
2173,2112,5,3
2174,1328,2,1
2175,1579,5,2
2176,2933,5,1
2177,2380,3,1
2178,2633,4,3
2179,2290,3,3
2180,2640,5,2
2181,1951,5,1
2182,2346,2,3
2183,1634,2,1
2184,1987,5,3
2185,2564,3,3
2186,2672,2,3
2187,2218,4,3
2188,1920,4,2
2189,1737,5,1
2190,2355,4,1
2191,1169,4,2
2192,1520,2,2
2193,2486,2,2
2194,1039,3,3
2195,2560,2,3
2196,2284,3,1
2197,2418,2,2
2198,1954,5,1
2199,2249,3,2
2200,1983,5,1
2201,2147,3,2
2202,1974,4,2
2203,1037,3,3
2204,1327,3,1
2205,2274,3,3
2206,2924,3,3
2207,2199,3,1
2208,2625,4,3
2209,1913,3,2
2210,1453,5,2
2211,1036,3,2
2212,2339,3,2
2213,2711,5,3
2214,1972,2,1
2215,1795,2,3
2216,2988,4,1
2217,1972,3,1
2218,1592,3,3
2219,2137,2,3
2220,2063,3,2
2221,2324,4,1
2222,1223,5,1
2223,1317,3,1
2224,1348,5,2
2225,1114,4,1
2226,1697,2,1
2227,2346,4,2
2228,2591,4,3
2229,2063,4,2
2230,2889,4,2
2231,1039,5,3
2232,2882,4,1
2233,2996,4,3
2234,2772,4,1
2235,2312,4,2
2236,2285,5,1
2237,1215,4,2
2238,2170,2,1
2239,1335,4,2
2240,2191,4,1
2241,1091,3,1
2242,1352,3,1
2243,1570,3,3
2244,2594,4,2
2245,1815,2,2
2246,2704,2,2
2247,1780,3,3
2248,1362,3,3
2249,1556,4,3
2250,2368,2,3
2251,2716,2,1
2252,2193,3,2
2253,1355,2,1
2254,1190,3,3
2255,2690,3,3
2256,1421,5,1
2257,1699,5,2
2258,1006,4,3
2259,1132,3,1
2260,2770,4,1
2261,1556,5,1
2262,1825,2,1
2263,1760,5,2
2264,2054,5,2
2265,1534,5,3
2266,1425,2,3
2267,2417,5,2
2268,1671,3,2
2269,1362,3,1
2270,2460,5,1
2271,2693,4,1
2272,2574,4,3
2273,2950,2,3
2274,1081,2,3
2275,1355,3,3
2276,2281,3,1
2277,2741,5,3
2278,1588,4,3
2279,2547,3,1
2280,1294,4,1
2281,2985,2,2
2282,2247,2,1
2283,2548,5,3
2284,2069,5,1
2285,2690,3,3
2286,2136,4,2
2287,2256,3,2
2288,1016,3,2
2289,1359,4,3
2290,2246,3,3
2291,1865,5,2
2292,1699,4,2
2293,1447,4,3
2294,1855,3,3
2295,1364,4,3
2296,1674,5,3
2297,2007,5,2
2298,2349,2,2
2299,1466,2,1
2300,1413,2,1
2301,2478,2,3
2302,1585,3,2
2303,2256,2,3
2304,2247,2,1
2305,1993,2,3
2306,2854,2,1
2307,2435,3,1
2308,1571,2,2
2309,1334,4,3
2310,2245,5,2
2311,1036,4,1
2312,1988,3,1
2313,1277,3,3
2314,2219,3,3
2315,1915,5,3
2316,2887,2,3
2317,1483,3,1
2318,2265,2,1
2319,2347,3,1
2320,1730,5,2
2321,1191,4,2
2322,2040,4,2
2323,1523,5,3
2324,1917,2,1
2325,1400,3,2
2326,2929,4,3
2327,1885,5,3
2328,1704,2,3
2329,1021,4,1
2330,1473,5,3
2331,2143,3,2
2332,1209,5,3
2333,1305,2,1
2334,2293,4,1
2335,1703,3,3
2336,1686,2,1
2337,1284,5,1
2338,1715,4,2
2339,2699,4,2
2340,1762,2,3
2341,2250,3,1
2342,1947,2,1
2343,1380,4,1
2344,1459,4,2
2345,2030,4,1
2346,1028,3,2
2347,1906,4,1
2348,2056,4,2
2349,2669,2,3
2350,1878,4,3
2351,1078,5,1
2352,2951,2,1
2353,1946,4,2
2354,1458,2,2
2355,1569,2,2
2356,2561,5,1
2357,2505,2,2
2358,2453,2,1
2359,1737,3,2
2360,2308,4,1
2361,1515,3,2
2362,2122,4,2
2363,1396,2,2
2364,2512,4,1
2365,1038,2,3
2366,2294,4,3
2367,1886,2,1
2368,1796,4,1
2369,1156,4,3
2370,2098,4,3
2371,1883,2,2
2372,2823,4,2
2373,2153,2,1
2374,2710,3,3
2375,1973,4,3
2376,2107,5,1
2377,2045,5,3
2378,2482,2,2
2379,2562,5,3
2380,2730,2,3
2381,1848,2,2
2382,2405,5,3
2383,1747,5,2
2384,2463,3,2
2385,2627,2,2
2386,1988,5,3
2387,1020,3,2
2388,1302,3,1
2389,2999,2,3
2390,1868,4,2
2391,2978,5,1
2392,1083,5,1
2393,2797,5,2
2394,2682,5,1
2395,2976,5,2
2396,2476,5,1
2397,2410,3,3
2398,2530,2,2
2399,2280,3,1
2400,1569,5,1
2401,2915,2,2
2402,1933,5,3
2403,2550,2,2
2404,2185,3,1
2405,2980,2,2
2406,2186,3,3
2407,2855,5,1
2408,2008,2,3
2409,1792,4,3
2410,1791,4,1
2411,2547,3,3
2412,2809,3,1
2413,2294,3,3
2414,1491,3,3
2415,1207,5,1
2416,2562,4,3
2417,2607,3,3
2418,2083,2,3
2419,1429,2,2
2420,1984,5,3
2421,2680,3,2
2422,2628,2,1
2423,2332,3,1
2424,1519,2,1
2425,1590,5,2
2426,2050,2,1
2427,2709,3,1
2428,2585,3,3
2429,1198,5,2
2430,1386,4,2
2431,1348,3,2
2432,1959,4,1
2433,2963,3,2
2434,1692,5,1
2435,2559,2,1
2436,2851,4,1
2437,1377,2,1
2438,1898,5,3
2439,1915,5,2
2440,2581,5,2
2441,1526,3,1
2442,2176,3,1
2443,1733,3,1
2444,1205,3,3
2445,1454,4,1
2446,2296,5,2
2447,2917,4,2
2448,2259,3,3
2449,2875,2,1
2450,2763,4,2
2451,1520,2,3
2452,2701,3,2
2453,2967,4,3
2454,2016,4,1
2455,1955,4,2
2456,2854,2,2
2457,1725,3,1
2458,2013,5,1
2459,1500,5,3
2460,1116,3,1
2461,1385,4,2
2462,2367,5,2
2463,1583,4,1
2464,1394,3,1
2465,2087,2,1
2466,2740,4,1
2467,1720,2,2
2468,1071,2,3
2469,2812,3,2
2470,1273,3,2
2471,2343,2,3
2472,1337,2,1
2473,2389,5,3
2474,2518,5,2
2475,1606,3,1
2476,1165,4,1
2477,2567,2,1
2478,1010,4,1
2479,2324,2,1
2480,1728,3,1
2481,1800,4,3
2482,1101,3,1
2483,2448,2,3
2484,2415,3,3
2485,1778,4,3
2486,1213,5,1
2487,2714,3,1
2488,2111,4,1
2489,2576,3,1
2490,1400,3,2
2491,1587,5,2
2492,1888,4,1
2493,2069,4,2
2494,2695,4,1
2495,2486,2,1
2496,1591,3,1
2497,2333,5,1
2498,2109,4,1
2499,1091,5,1
2500,2683,2,1
2501,1672,2,3
2502,1713,5,3
2503,1935,4,2
2504,2951,5,2
2505,1241,4,3
2506,2888,4,3
2507,1001,2,3
2508,1224,5,2
2509,1800,2,1
2510,2768,3,2
2511,2996,2,1
2512,2949,4,1
2513,2952,5,2
2514,1588,3,1
2515,1115,3,2
2516,2689,3,3
2517,1917,3,3
2518,2126,5,2
2519,1193,4,2
2520,2189,3,2
2521,1870,4,2
2522,1089,2,1
2523,2709,4,3
2524,1121,3,2
2525,1142,2,2
2526,1993,2,3
2527,1105,2,2
2528,1886,3,3
2529,1427,4,3
2530,2328,5,2
2531,2895,4,1
2532,2994,3,2
2533,1316,3,1
2534,2986,2,2
2535,1634,4,1
2536,2925,3,3
2537,1008,3,3
2538,1773,5,2
2539,2096,4,2
2540,2382,2,1
2541,1222,2,1
2542,2439,2,1
2543,1552,4,1
2544,2393,3,1
2545,1715,3,2
2546,2287,5,3
2547,2863,5,1
2548,2713,3,3
2549,2883,3,3
2550,2341,4,2
2551,2107,5,1
2552,2341,2,1
2553,1110,2,1
2554,1250,2,1
2555,1382,2,2
2556,1006,3,2
2557,1458,3,1
2558,2107,4,1
2559,1207,2,3
2560,1899,3,3
2561,2413,3,1
2562,2337,3,1
2563,1021,2,3
2564,1409,3,3
2565,1894,5,1
2566,1514,2,3
2567,2150,2,2
2568,1808,5,3
2569,2723,4,1
2570,1873,4,2
2571,1013,2,2
2572,1970,2,3
2573,1977,2,1
2574,2013,5,3
2575,2035,3,3
2576,1086,5,3
2577,2547,3,2
2578,1908,3,3
2579,2560,4,3
2580,2324,5,3
2581,2266,5,3
2582,1121,2,1
2583,2170,5,1
2584,2590,3,1
2585,1749,3,2
2586,2379,5,1
2587,1684,4,3
2588,2927,4,3
2589,2756,2,1
2590,2654,2,2
2591,1308,3,2
2592,1694,5,2
2593,1287,3,3
2594,1306,3,1
2595,2835,5,2
2596,2617,3,3
2597,2989,3,2
2598,1913,4,2
2599,2746,2,1
2600,1661,4,3
2601,1548,2,2
2602,2375,2,3
2603,1311,2,2
2604,1872,4,1
2605,2082,5,2
2606,2666,3,1
2607,1923,5,2
2608,2737,5,1
2609,1754,2,2
2610,1034,2,2
2611,1444,4,2
2612,1092,4,3
2613,2973,3,3
2614,2982,5,2
2615,2230,5,3
2616,1352,3,3
2617,1902,2,2
2618,2355,4,2
2619,2840,3,2
2620,1861,5,3
2621,2748,3,3
2622,1158,3,3
2623,2977,5,2
2624,1956,5,3
2625,1023,4,3
2626,1403,4,1
2627,1804,5,1
2628,1515,4,2
2629,1731,4,2
2630,2387,4,3
2631,2405,5,1
2632,1531,2,1
2633,1955,2,2
2634,1151,4,3
2635,2585,2,2
2636,2712,4,3
2637,1946,2,1
2638,1607,2,3
2639,2640,3,1
2640,1419,4,1
2641,2273,2,1
2642,2140,2,2
2643,1865,3,2
2644,2535,2,2
2645,2763,3,3
2646,1577,2,2
2647,1334,3,1
2648,2441,3,2
2649,1931,5,1
2650,2797,4,2
2651,1294,5,3
2652,2961,4,3
2653,1754,2,1
2654,2394,4,2
2655,1185,5,2
2656,2269,4,1
2657,1636,5,3
2658,2291,4,2
2659,2666,2,2
2660,2260,2,2
2661,1529,4,3
2662,2575,4,2
2663,1020,2,3
2664,1910,4,2
2665,2760,3,3
2666,1866,2,1
2667,1793,2,3
2668,2543,5,1
2669,1099,5,2
2670,1751,3,2
2671,1477,4,2
2672,2622,3,1
2673,2321,4,2
2674,1939,5,3
2675,1525,4,3
2676,1333,5,1
2677,1001,2,3
2678,1374,2,1
2679,1292,4,1
2680,1836,5,2
2681,2957,3,1
2682,2004,5,3
2683,1552,5,3
2684,1317,5,2
2685,2525,2,1
2686,2851,5,2
2687,1380,4,2
2688,2646,2,2
2689,1013,2,2
2690,1503,2,2
2691,1230,5,1
2692,2107,3,3
2693,1129,5,1
2694,2766,5,1
2695,1837,3,2
2696,2168,5,3
2697,1890,4,1
2698,2880,3,1
2699,1027,4,3
2700,1065,4,1
2701,2186,2,3
2702,2252,2,1
2703,1260,3,2
2704,2472,5,3
2705,2447,4,1
2706,1459,5,1
2707,2975,4,3
2708,2699,2,3
2709,1300,2,3
2710,1918,2,3
2711,2326,3,3
2712,1286,4,3
2713,2418,5,2
2714,2033,4,2
2715,2730,5,3
2716,1629,5,1
2717,1269,5,2
2718,1591,4,2
2719,2993,2,1
2720,2628,3,2
2721,2801,3,2
2722,1843,2,3
2723,1861,3,2
2724,2384,5,2
2725,2280,3,2
2726,1132,4,3
2727,2299,2,1
2728,2799,2,1
2729,2706,2,1
2730,1971,2,1
2731,1512,4,2
2732,1312,5,3
2733,1575,5,3
2734,1885,5,2
2735,2307,3,1
2736,2144,5,3
2737,2130,3,2
2738,2956,4,2
2739,1686,3,2
2740,2227,5,2
2741,1164,2,3
2742,1304,4,2
2743,2520,5,3
2744,2655,5,2
2745,2579,5,2
2746,2847,4,3
2747,1155,2,2
2748,2390,2,1
2749,2742,2,3
2750,2925,5,3
2751,1619,3,2
2752,2274,5,3
2753,1956,2,3
2754,2939,4,1
2755,2905,3,3
2756,1333,3,1
2757,2665,5,3
2758,1968,4,1
2759,1510,3,3
2760,2316,2,3
2761,2043,5,1
2762,1281,5,1
2763,1796,2,1
2764,2024,2,3
2765,1118,2,2
2766,2058,3,2
2767,1197,4,3
2768,1484,3,3
2769,2780,4,1
2770,2082,5,1
2771,1836,4,1
2772,2184,2,2
2773,2008,3,3
2774,1690,2,3
2775,2229,5,2
2776,2035,3,1
2777,1489,3,1
2778,1275,2,1
2779,1692,3,1
2780,1241,2,2
2781,2239,4,1
2782,2274,5,1
2783,2834,2,2
2784,1125,5,1
2785,1216,3,2
2786,2329,5,1
2787,2820,5,3
2788,2208,5,1
2789,2062,3,3
2790,2246,4,2
2791,2207,4,1
2792,1494,4,1
2793,1426,2,1
2794,2201,2,3
2795,1918,3,1
2796,2451,4,2
2797,2317,5,1
2798,2875,4,2
2799,1150,2,3
2800,1383,3,2
2801,2661,4,3
2802,2836,2,3
2803,1307,2,3
2804,2359,5,2
2805,2969,4,2
2806,1745,5,2
2807,1891,4,1
2808,1374,3,2
2809,2031,4,3
2810,2364,5,2
2811,1128,5,3
2812,2014,2,2
2813,2799,4,2
2814,1668,4,3
2815,2375,3,2
2816,2381,2,1
2817,1516,5,1
2818,2518,4,3
2819,1085,2,3
2820,2198,3,3
2821,2825,2,1
2822,2216,4,3
2823,1310,4,3
2824,2142,3,1
2825,2241,3,3
2826,1426,3,2
2827,2993,5,2
2828,2437,2,2
2829,1113,2,2
2830,2168,2,1
2831,2561,5,2
2832,2671,2,2
2833,1302,3,1
2834,1743,2,1
2835,2904,5,1
2836,1587,5,2
2837,1986,2,3
2838,2863,5,3
2839,1344,5,2
2840,1813,2,3
2841,2987,5,3
2842,1800,5,1
2843,2024,2,2
2844,2170,3,2
2845,2310,3,3
2846,2999,5,2
2847,2677,4,1
2848,2076,4,3
2849,2327,2,1
2850,2092,2,3
2851,1360,3,2
2852,2625,4,1
2853,2981,2,1
2854,2243,4,1
2855,2985,4,3
2856,2009,5,3
2857,1703,5,1
2858,2989,4,1
2859,1574,3,3
2860,2608,2,2
2861,2184,2,2
2862,2704,3,1
2863,2112,5,2
2864,1687,5,3
2865,1780,3,2
2866,1584,3,3
2867,2780,5,1
2868,1588,4,2
2869,2182,5,2
2870,1488,4,3
2871,1970,2,3
2872,2347,2,1
2873,2633,4,1
2874,2404,4,3
2875,2125,5,3
2876,1493,3,1
2877,2667,4,3
2878,2637,2,2
2879,1018,5,1
2880,2477,2,2
2881,2505,5,3
2882,2617,3,1
2883,1396,3,1
2884,2000,2,1
2885,2302,4,3
2886,1850,4,1
2887,2388,2,1
2888,2354,4,1
2889,2664,4,1
2890,2367,2,3
2891,1821,2,1
2892,1454,3,1
